#Organism/Name,TaxID,BioProject Accession,BioProject ID,Group,SubGroup,Size (Mb),GC%,Assembly Accession,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Status,Center,BioSample Accession
Malassezia restricta,76775,PRJNA286710,286710,Fungi,Basidiomycetes,7.26022,55.8,GCA_001264725.1,-,LFCZ01,69,-,-,11/08/2015,11/08/2015,Scaffold,Genome Institute of Singapore,SAMN03774878
Pyrenophora tritici-repentis Pt-1C-BFP,426418,PRJNA18815,18815,Fungi,Ascomycetes,37.9975,50.8,GCA_000149985.1,-,AAXI01,48,12299,12169,10/04/2007,06/08/2014,Scaffold,Broad Institute,SAMN02953676
Fusarium oxysporum f. sp. lycopersici 4287,426428,PRJNA18813,18813,Fungi,Ascomycetes,61.3869,48.4264,GCA_000149955.2,chromosome 1:NC_030986.1/CM000589.1; chromosome 2:NC_030987.1/CM000590.1; chromosome 3:NC_030988.1/CM000591.1; chromosome 4:NC_030989.1/CM000592.1; chromosome 5:NC_030990.1/CM000593.1; chromosome 6:NC_030991.1/CM000594.1; chromosome 7:NC_030992.1/CM000595.1; chromosome 8:NC_030993.1/CM000596.1; chromosome 9:NC_030994.1/CM000597.1; chromosome 10:NC_030995.1/CM000598.1; chromosome 11:NC_030996.1/CM000599.1; chromosome 12:NC_030997.1/CM000600.1; chromosome 13:NC_030998.1/CM000601.1; chromosome 14:NC_030999.1/CM000602.2; chromosome 15:NC_031000.1/CM000603.1,AAXH01,114,21326,27347,10/04/2007,20/08/2015,Chromosome,Broad Institute,SAMN02953675
Vanderwaltozyma polyspora DSM 70294,436907,PRJNA19237,19237,Fungi,Ascomycetes,14.6746,33,GCA_000150035.1,-,AAZN01,281,5762,5367,25/04/2007,06/08/2014,Scaffold,"Trinity College Dublin, Ireland",SAMN02953681
Talaromyces marneffei ATCC 18224,441960,PRJNA19555,19555,Fungi,Ascomycetes,28.6439,46.7,GCA_000001985.1,-,ABAR01,452,10129,10638,16/05/2007,24/02/2015,Scaffold,J. Craig Venter Institute,SAMN02953685
Talaromyces stipitatus ATCC 10500,441959,PRJNA19557,19557,Fungi,Ascomycetes,35.6854,46.1,GCA_000003125.1,-,ABAS01,820,12566,13252,16/05/2007,24/02/2015,Scaffold,J. Craig Venter Institute,SAMN02953686
Postia placenta Mad-698-R,561896,PRJNA19789,19789,Fungi,Basidiomycetes,90.8919,52.7,GCA_000006255.1,-,ABWF01,1242,9087,9083,13/01/2009,04/08/2014,Scaffold,DOE Joint Genome Institute,SAMN00113321
Trichoderma virens Gv29-8,413071,PRJNA19983,19983,Fungi,Ascomycetes,39.0227,49.2,GCA_000170995.2,-,ABDF02,93,12405,12406,17/07/2007,01/08/2014,Scaffold,DOE Joint Genome Institute,SAMN02744059
Trichoderma atroviride IMI 206040,452589,PRJNA19867,19867,Fungi,Ascomycetes,36.1437,49.7,GCA_000171015.2,-,ABDG02,29,11810,11816,17/07/2007,01/08/2014,Contig,DOE Joint Genome Institute,SAMN02744066
Arthroderma otae CBS 113480,554155,PRJNA30939,30939,Fungi,Ascomycetes,23.2631,47.5,GCA_000151145.1,-,ABVF01,17,8847,8765,15/10/2008,06/08/2014,Scaffold,Broad Institute,SAMN02953735
Trichophyton equinum CBS 127.97,559882,PRJNA20577,20577,Fungi,Ascomycetes,24.1582,47.3,GCA_000151175.1,-,ABWI01,125,8785,8676,15/10/2008,06/08/2014,Scaffold,Broad Institute,SAMN02953737
Trichophyton tonsurans CBS 112818,647933,PRJNA38223,38223,Fungi,Ascomycetes,22.9886,48.1,GCA_000151455.1,-,ACPI01,111,8625,8521,07/08/2009,06/08/2014,Scaffold,Broad Institute,SAMN02953761
Trichophyton rubrum CBS 118892,559305,PRJNA38221,38221,Fungi,Ascomycetes,22.53,48.3,GCA_000151425.1,-,ACPH01,36,8804,8706,16/09/2009,26/08/2014,Scaffold,Broad Institute,SAMN02953760
Nannizzia gypsea CBS 118893,535722,PRJNA20599,20599,Fungi,Ascomycetes,23.2729,48.4,GCA_000150975.2,-,ABQE01,19,9029,8921,25/07/2008,16/07/2015,Scaffold,Broad Institute,SAMN02953728
Mortierella verticillata NRRL 6337,1069443,PRJNA20603,20603,Fungi,Other Fungi,41.9129,48.8706,GCA_000739165.1,mitochondrion MT:CM002878.1,AEVJ01,56,12774,12595,12/08/2014,15/08/2014,Scaffold,Broad Institute,SAMN00699802
Enterocytozoon bieneusi H348,481877,PRJNA21011,21011,Fungi,Other Fungi,3.86074,33.7,GCA_000209485.1,-,ABGB01,1733,3731,3632,05/12/2007,04/08/2014,Scaffold,Tufts Cummings School of Veterinary Medicine,SAMN00017218
Verticillium dahliae VdLs.17,498257,PRJNA28529,28529,Fungi,Ascomycetes,33.9003,55.6,GCA_000150675.2,-,ABJE01,55,10811,10535,18/03/2008,06/08/2014,Scaffold,Broad Institute,SAMN02953716
Blumeria graminis f. sp. hordei DH14,546991,PRJNA28821,28821,Fungi,Ascomycetes,118.726,45.4,GCA_000151065.3,-,CAUH01,6843,7061,6495,18/04/2013,30/01/2015,Scaffold,Blumeria Genome Sequencing Consortium,SAMEA3138301
Agaricus bisporus var. burnettii JB137-S8,597362,PRJNA61007,61007,Fungi,Basidiomycetes,32.6144,46.7,GCA_000300555.1,-,AEOL01,2016,11455,11278,01/10/2012,04/08/2014,Scaffold,JGI,SAMN00188834
Moniliophthora perniciosa FA553,554373,PRJNA28951,28951,Fungi,Basidiomycetes,26.6633,47.7,GCA_000183025.1,-,ABRE01,25056,13973,13560,02/12/2008,09/11/2015,Scaffold,"Universidade Estadual de Campinas (UNICAMP), Brazil",SAMN02953729
Alternaria brassicicola,29001,PRJNA418710,418710,Fungi,Ascomycetes,31.0365,50.8,GCA_002796735.1,-,PHFN01,29,-,-,27/11/2017,27/11/2017,Contig,IRHS,SAMN08032350
Verticillium albo-atrum,27335,PRJNA392396,392396,Fungi,Ascomycetes,36.4685,56.5,GCA_002851705.1,-,NMXJ01,20,-,-,03/01/2018,03/01/2018,Scaffold,Wageningen UR,SAMN07298694
Trichophyton benhamiae CBS 112371,663331,PRJNA30573,30573,Fungi,Ascomycetes,22.2242,48.7,GCA_000151125.2,-,ABSU01,68,8035,7974,17/03/2010,06/08/2014,Contig,Arthroderma Genome Sequencing Consortium,SAMN02953733
Pleurotus ostreatus PC15,1137138,PRJNA81933,81933,Fungi,Basidiomycetes,34.3427,50.9,GCA_000697685.1,-,AYUK01,12,12460,12296,03/06/2014,02/07/2014,Scaffold,JGI,SAMN02746102
Beauveria bassiana ARSEF 2860,655819,PRJNA38719,38719,Fungi,Ascomycetes,33.6978,51.5,GCA_000280675.1,-,ADAH01,237,10364,10364,18/07/2012,11/08/2014,Scaffold,"Zhejiang University, China",SAMN02981247
Cordyceps brongniartii RCEF 3172,1081107,PRJNA72729,72729,Fungi,Ascomycetes,32.516,51.5,GCA_001636735.1,-,AZHA01,241,9595,9595,04/05/2016,04/05/2016,Scaffold,"Shanghai Institutes for Biological Sciences, CAS",SAMN04908327
Rhodotorula graminis WP1,578459,PRJNA32711,32711,Fungi,Basidiomycetes,21.014,67.5,GCA_001329695.1,-,JTAO01,26,7429,7278,14/10/2015,19/10/2015,Scaffold,DOE Joint Genome Institute,SAMN00138171
Serpula lacrymans var. lacrymans S7.9,578457,PRJNA32885,32885,Fungi,Basidiomycetes,42.7972,45.3,GCA_000218685.1,-,AEQB01,46,12923,12925,16/06/2011,01/08/2014,Scaffold,US DOE Joint Genome Institute (JGI-PGF),SAMN02744068
Candida parapsilosis,5480,PRJEA32889,32889,Fungi,Ascomycetes,13.0302,38.7,GCA_000182765.2,-,-,9,5907,5810,-,-,Scaffold,Wellcome Trust Sanger Institute,-
Nosema ceranae BRL01,578460,PRJNA32971,32971,Fungi,Other Fungi,7.86022,25.3,GCA_000182985.1,-,ACOL01,5465,2376,2060,09/06/2009,04/08/2014,Contig,USDA-ARS Bee Research Laboratory,SAMN00002233
[Candida] tenuis ATCC 10573,590646,PRJNA33673,33673,Fungi,Ascomycetes,10.747,43,GCA_000223465.1,-,AEIM01,25,5547,6985,16/08/2011,04/08/2014,Scaffold,DOE Joint Genome Institute,SAMN00715317
Aspergillus carbonarius ITEM 5010,602072,PRJNA34741,34741,Fungi,Ascomycetes,36.1491,51.6,GCA_001990825.1,-,AHIG01,829,11735,11478,06/01/2017,15/02/2017,Scaffold,DOE Joint Genome Institute,SAMN00727628
Puccinia triticina 1-1 BBBD Race 1,630390,PRJNA36323,36323,Fungi,Basidiomycetes,135.344,36.8,GCA_000151525.2,-,ADAS02,14818,15539,15685,18/11/2009,06/06/2016,Scaffold,Broad Institute,SAMN02981248
Colletotrichum graminicola M1.001,645133,PRJNA37879,37879,Fungi,Ascomycetes,51.6443,49.0853,GCA_000149035.1,mitochondrion MT:NW_007361658.1/CM001021.1,ACOD01,654,12387,12020,05/08/2009,06/08/2014,Scaffold,Broad Institute,SAMN02953757
Metarhizium anisopliae ARSEF 549,1276135,PRJNA184754,184754,Fungi,Ascomycetes,38.5043,50.9,GCA_000814975.1,-,AZNF01,74,10891,10891,06/01/2015,06/01/2015,Scaffold,"Shanghai Insititutes for Biological Sciences, CAS",SAMN03268434
Tuber melanosporum,39416,PRJEA38847,38847,Fungi,Ascomycetes,124.946,44.9,GCA_000151645.1,-,CABJ01,398,7496,7496,27/04/2010,20/05/2010,Scaffold,The French-Italian Tuber Genome Consortium,SAMEA2272024
Phanerochaete carnosa HHB-10118-sp,650164,PRJNA38425,38425,Fungi,Basidiomycetes,46.2933,52.9,GCA_000300595.1,-,AEHB01,1137,14087,13925,01/10/2012,11/08/2014,Scaffold,DOE Joint Genome Institute,SAMN02981278
Magnaporthiopsis poae ATCC 64411,644358,PRJNA37933,37933,Fungi,Ascomycetes,39.6418,55.9,GCA_000193285.1,-,ADBL01,206,12363,12329,18/03/2011,17/06/2015,Scaffold,Broad Institute,SAMN02981251
Hamiltosporidium tvaerminnensis OER-3-3,657448,PRJNA39213,39213,Fungi,Other Fungi,13.2708,26.5,GCA_000180835.1,-,ACSZ01,41786,-,-,30/09/2009,06/08/2014,Contig,University of British Columbia,SAMN02953763
Sordaria macrospora,5147,PRJNA39253,39253,Fungi,Ascomycetes,39.955,52.6,GCA_000182805.1,-,CABT01,4783,11279,10827,10/12/2009,31/05/2012,Scaffold,"Ruhr University Bochum, Department of General and Molecular Botany",-
Pseudogymnoascus destructans 20631-21,658429,PRJNA39257,39257,Fungi,Ascomycetes,30.6849,49.9776,GCA_000184105.1,mitochondrion MT:NW_012236426.1/CM001060.1,AEFC01,1847,9224,9153,02/12/2010,11/08/2014,Scaffold,Broad Institute,SAMN02981273
Schizosaccharomyces cryophilus OY26,653667,PRJNA38373,38373,Fungi,Ascomycetes,11.5548,37.7,GCA_000004155.2,-,ACQJ02,30,5468,5180,13/11/2009,06/08/2014,Scaffold,Broad Institute,SAMN02953762
Trichophyton verrucosum HKI 0517,663202,PRJNA39693,39693,Fungi,Ascomycetes,22.541,48.2,GCA_000151505.1,-,ACYE01,523,8086,8028,17/03/2010,06/08/2014,Scaffold,Arthroderma Genome Sequencing Consortium,SAMN02953766
Grosmannia clavigera kw1407,655863,PRJNA39837,39837,Fungi,Ascomycetes,29.794,53.3,GCA_000143105.2,-,ACXQ02,289,8312,8312,04/09/2009,06/08/2014,Scaffold,The Tria Project,SAMN02953765
Fusarium proliferatum ET1,1227346,PRJEB9885,356392,Fungi,Ascomycetes,45.2103,48.1,GCA_900067095.1,-,FJOF01,32,16509,16143,06/12/2016,06/12/2016,Scaffold,Institute of Bioinformatics and Systems Biology,SAMEA3862493
Trichoderma harzianum,5544,PRJNA361022,361022,Fungi,Ascomycetes,38.7791,49.5,GCA_002894145.1,-,MTYI01,498,11264,11264,22/01/2018,22/01/2018,Scaffold,CSIRO,SAMN06219536
Metarhizium acridum CQMa 102,655827,PRJNA38715,38715,Fungi,Ascomycetes,39.4223,49.8,GCA_000187405.1,-,ADNI01,241,9974,9849,31/01/2011,11/08/2014,Scaffold,Metarhizium genome sequencing Consortium,SAMN02981259
Lachancea fermentati,4955,PRJEB12930,317828,Fungi,Ascomycetes,10.2645,42.582,GCA_900074765.1,chromosome A:LT598487.1; chromosome B:LT598489.1; chromosome C:LT598485.1; chromosome D:LT598492.1; chromosome E:LT598488.1; chromosome F:LT598490.1; chromosome G:LT598486.1; chromosome H:LT598491.1,FJUO01,8,5586,5233,05/04/2016,05/04/2016,Chromosome,INRA UMR 1319,SAMEA3888429
Zygosaccharomyces bailii CLIB 213,1333698,PRJEB1908,211734,Fungi,Ascomycetes,10.2688,42.5,GCA_000442885.1,-,-,27,5240,4723,-,-,Scaffold,INRAMONTPELLIER,SAMEA2272794
Microbotryum violaceum,5272,PRJEB12080,358699,Fungi,Basidiomycetes,39.9002,55.5,GCA_900015485.1,-,FBRW01,156,-,-,23/12/2016,23/12/2016,Contig,INRA-LIPM,SAMEA3706527
Epichloe festucae Fl1,877507,PRJNA51625,51625,Fungi,Ascomycetes,35.1499,44.2,GCA_000226195.2,-,AFRX02,759,-,-,19/09/2011,02/08/2016,Scaffold,University of Kentucky,SAMN02981348
Encephalitozoon intestinalis ATCC 50506,876142,PRJNA42703,42703,Fungi,Other Fungi,2.2169,41.5182,GCA_000146465.1,chromosome I:NC_014415.1/CP001942.1; chromosome II:NC_014416.1/CP001943.1; chromosome III:NC_014417.1/CP001944.1; chromosome IV:NC_014418.1/CP001945.1; chromosome V:NC_014419.1/CP001946.1; chromosome VI:NC_014420.1/CP001947.1; chromosome VII:NC_014421.1/CP001948.1; chromosome VIII:NC_014422.1/CP001949.1; chromosome IX:NC_014423.1/CP001950.1; chromosome X:NC_014424.1/CP001951.1; chromosome XI:NC_014425.1/CP001952.1,-,11,2010,1938,16/08/2010,10/10/2017,Chromosome,"Keeling lab, University of British Columbia",SAMN03081424
Bipolaris maydis ATCC 48331,665024,PRJNA295860,295860,Fungi,Ascomycetes,32.9292,50.7,GCA_000354255.1,-,AIHU01,207,12809,12705,06/04/2013,01/08/2014,Scaffold,NCBI,SAMN00113370
Melampsora larici-populina 98AG31,747676,PRJNA46711,46711,Fungi,Basidiomycetes,101.129,41.3,GCA_000204055.1,-,AECX01,462,16380,16372,12/04/2011,01/08/2014,Scaffold,US DOE Joint Genome Institute (JGI-PGF),SAMN02744053
Mucor circinelloides f. lusitanicus CBS 277.49,747725,PRJNA46717,46717,Fungi,Other Fungi,36.5676,42.2,GCA_001638945.1,-,AMYB01,21,11936,11709,06/05/2016,06/05/2016,Contig,JGI,SAMN00120579
Chaetomium thermophilum var. thermophilum DSM 1495,759272,PRJNA47065,47065,Fungi,Ascomycetes,28.3228,52.6,GCA_000221225.1,-,ADUW01,21,7470,7165,19/07/2011,11/08/2014,Scaffold,EMBL,SAMN02981263
Kluyveromyces aestuarii ATCC 18862,854826,PRJNA49737,49737,Fungi,Ascomycetes,9.91011,38.3,GCA_000179355.1,-,AEAS01,336,-,-,14/07/2010,11/08/2014,Contig,"University of California, SF",SAMN02981269
Exophiala dermatitidis NIH/UT8656,858893,PRJNA225511,225511,Fungi,Ascomycetes,26.3768,51.4748,GCA_000230625.1,mitochondrion MT:NW_008751656.1/CM001238.1,AFPA01,11,9356,9578,14/10/2011,26/06/2017,Scaffold,NCBI,SAMN00760826
Erysiphe pisi,36044,PRJEA50315,50315,Fungi,Ascomycetes,69.261,39.2,GCA_000208805.1,-,CACM01,35300,-,-,15/02/2011,19/10/2011,Contig,Max-Planck-Institute for Plant Breeding Research,SAMEA2272766
Kluyveromyces wickerhamii UCD 54-210,861556,PRJNA50387,50387,Fungi,Ascomycetes,9.80774,40.9,GCA_000179415.1,-,AEAV01,510,-,-,14/07/2010,11/08/2014,Contig,UCSF,SAMN02981270
Pyrenophora teres f. teres 0-1,861557,PRJNA50389,50389,Fungi,Ascomycetes,33.5833,50.9,GCA_000166005.1,-,AEEY01,6412,11799,11799,03/11/2010,04/08/2014,Scaffold,Australian Centre for Necrotrophic Fungal Pathogens (ACNFP),SAMN00016826
Claviceps paspali RRC 1481,877506,PRJNA51623,51623,Fungi,Ascomycetes,28.9743,47.5,GCA_000223175.2,-,AFRC01,2304,-,-,10/08/2011,11/08/2014,Contig,University of Kentucky,SAMN02981342
Sphaerulina musiva SO2202,692275,PRJNA51781,51781,Fungi,Ascomycetes,29.3521,51.1,GCA_000320565.2,-,AEFD01,72,10240,10156,02/10/2012,04/08/2014,Scaffold,JGI,SAMN00120232
Nematocida parisii ERTm1,881290,PRJNA51843,51843,Fungi,Other Fungi,4.07135,34.6,GCA_000250985.1,-,AEFF02,65,2722,2661,12/10/2010,11/08/2014,Scaffold,Broad Institute,SAMN02981274
Wickerhamomyces anomalus NRRL Y-366-8,683960,PRJNA60493,60493,Fungi,Ascomycetes,14.1456,35,GCA_001661255.1,-,LWUN01,46,6575,6421,10/06/2016,09/09/2016,Scaffold,DOE Joint Genome Institute,SAMN00138384
Punctularia strigosozonata HHB-11173 SS5,741275,PRJNA52407,52407,Fungi,Basidiomycetes,34.1719,54.9,GCA_000264995.1,-,AEGM01,195,11647,11540,04/06/2012,04/08/2014,Scaffold,JGI,SAMN00632096
Ophiognomonia clavigignenti-juglandacearum,218668,PRJNA52061,52061,Fungi,Ascomycetes,15.9064,48.8,GCA_000220195.1,-,AEGN01,28868,-,-,07/07/2011,04/08/2014,Contig,Boland Lab at University of Guelph,SAMN00110598
Stereum hirsutum FP-91666 SS1,721885,PRJNA52843,52843,Fungi,Basidiomycetes,46.5116,51.3,GCA_000264905.1,-,AEGX01,159,14453,14066,31/05/2012,11/08/2014,Scaffold,JGI,SAMN02981277
Fomitopsis pinicola FP-58527 SS1,743788,PRJNA52941,52941,Fungi,Basidiomycetes,41.6144,55.4,GCA_000344655.2,-,AEHC02,504,13993,13852,04/03/2013,11/08/2014,Scaffold,DOE Joint Genome Institute,SAMN02981279
Wolfiporia cocos MD-104 SS10,742152,PRJNA52943,52943,Fungi,Basidiomycetes,50.4836,52,GCA_000344635.1,-,AEHD01,348,12358,12212,06/03/2013,11/08/2014,Scaffold,DOE Joint Genome Institute,SAMN02981280
Mixia osmundae IAM 14324,764103,PRJNA205560,205560,Fungi,Basidiomycetes,13.6345,55.5,GCA_000708205.1,-,AYOQ01,156,6858,6858,16/06/2014,23/06/2014,Scaffold,DOE Joint Genome Institute,SAMN02863149
Spathaspora passalidarum NRRL Y-27907,619300,PRJNA53891,53891,Fungi,Ascomycetes,13.1821,37.5,GCA_000223485.1,-,AEIK01,8,5983,5983,16/08/2011,04/08/2014,Scaffold,DOE Joint Genome Institute,SAMN00714472
Bipolaris sorokiniana ND90Pr,665912,PRJNA53923,53923,Fungi,Ascomycetes,34.4092,49.8,GCA_000338995.1,-,AEIN01,154,12308,12214,08/02/2013,11/08/2014,Scaffold,JGI,SAMN02981285
Coniophora puteana RWD-64-598 SS2,741705,PRJNA53977,53977,Fungi,Basidiomycetes,42.9685,52.3,GCA_000271625.1,-,AEIT01,210,13896,13758,21/06/2012,11/08/2014,Scaffold,DOE Joint Genome Institute,SAMN02981286
Trametes versicolor FP-101664 SS1,717944,PRJNA56097,56097,Fungi,Basidiomycetes,44.794,57.3,GCA_000271585.1,-,AEJI01,283,14572,14302,21/06/2012,11/08/2014,Scaffold,JGI,SAMN02981287
Fomitiporia mediterranea MF3/22,694068,PRJNA56107,56107,Fungi,Basidiomycetes,63.3544,41.7,GCA_000271605.1,-,AEJJ01,1412,11419,11338,21/06/2012,11/08/2014,Scaffold,JGI,SAMN02981288
Gelatoporia subvermispora B,914234,PRJNA60419,60419,Fungi,Basidiomycetes,38.9697,53.6,GCA_000320605.2,-,AEOV01,740,12314,12123,18/04/2012,11/08/2014,Scaffold,DOE Joint Genome Institute,SAMN02981297
Piloderma croceum F 1598,765440,PRJNA61203,61203,Fungi,Basidiomycetes,59.3269,46.6,GCA_000827315.1,-,JMDN01,715,21607,21524,21/01/2015,15/04/2016,Scaffold,DOE Joint Genome Institute,SAMN00738176
Vavraia culicis subsp. floridensis,948595,PRJNA62117,62117,Fungi,Other Fungi,6.11869,39.9,GCA_000192795.1,-,AEUG01,379,2823,2773,17/03/2011,11/08/2014,Scaffold,Broad Institute,SAMN02981300
Zymoseptoria passerinii SP63,985148,PRJNA63049,63049,Fungi,Ascomycetes,28.7863,53.6,GCA_000223825.2,-,AFIY01,1517,-,-,08/08/2011,11/08/2014,Contig,"University of Aarhus, Bioinformatics Research Center",SAMN02981330
Gloeophyllum trabeum ATCC 11539,670483,PRJNA64553,64553,Fungi,Basidiomycetes,37.1782,52.9,GCA_000344685.1,-,AFVP01,442,11885,11755,06/03/2013,06/05/2014,Scaffold,JGI,SAMN02743873
Hanseniaspora valbyensis NRRL Y-1626,766949,PRJNA64991,64991,Fungi,Ascomycetes,11.464,22.6,GCA_001664025.1,-,LXPE01,647,4869,4772,17/06/2016,07/09/2016,Scaffold,JGI,SAMN00253866
Neurospora tetrasperma FGSC 2508,510951,PRJNA65273,65273,Fungi,Ascomycetes,39.1463,49.4,GCA_000213175.1,-,AFBT01,81,10380,10380,11/05/2011,01/08/2014,Scaffold,US DOE Joint Genome Institute (JGI-PGF),SAMN02769628
Epichloe glyceriae E277,1035635,PRJNA67247,67247,Fungi,Ascomycetes,46.723,45,GCA_000225285.2,-,AFRG01,3076,-,-,02/09/2011,11/08/2014,Contig,"University of Kentucky, Dept of Plant Pathology",SAMN02981346
Cronartium quercuum f. sp. banksianae CqE3WM,1301520,PRJNA190830,190830,Fungi,Basidiomycetes,22.134,41.1,GCA_000500775.1,-,AXDN01,17127,-,-,27/11/2013,04/08/2014,Scaffold,Tree Aggressors Identification using Genomic Approaches,SAMN02178791
Aciculosporium take MAFF-241224,1036760,PRJNA67241,67241,Fungi,Ascomycetes,58.8364,40.1,GCA_000222935.2,-,AFQZ01,3298,-,-,03/08/2011,11/08/2014,Contig,"University of Kentucky, Dept of Plant Pathology",SAMN02981340
Claviceps fusiformis PRL 1980,1036761,PRJNA67243,67243,Fungi,Ascomycetes,52.5856,36.9,GCA_000223055.1,-,AFRA01,6930,-,-,08/08/2011,11/08/2014,Contig,"University of Kentucky, Dept of Plant Pathology",SAMN02981339
Epichloe brachyelytri E4804,1036762,PRJNA67245,67245,Fungi,Ascomycetes,44.2319,40.2,GCA_000222915.1,-,AFRB01,5136,-,-,03/08/2011,11/08/2014,Contig,"University of Kentucky, Dept of Plant Pathology",SAMN02981341
Conidiobolus coronatus NRRL 28638,796925,PRJNA67455,67455,Fungi,Other Fungi,39.9037,31.9,GCA_001566745.1,-,JXYT01,1050,11229,10572,23/02/2016,24/02/2016,Scaffold,JGI,SAMN00779232
Periglandula ipomoeae IasaF13,1037531,PRJNA67303,67303,Fungi,Ascomycetes,35.3016,50.6,GCA_000222875.2,-,AFRD01,864,-,-,03/08/2011,11/08/2014,Contig,"University of Kentucky, Dept of Plant Pathology",SAMN02981343
Epichloe amarillans E57,1037526,PRJNA67301,67301,Fungi,Ascomycetes,38.0624,44.3,GCA_000223075.2,-,AFRF01,2180,-,-,08/08/2011,11/08/2014,Contig,"University of Kentucky, Dept of Plant Pathology",SAMN02981345
Coemansia reversa NRRL 1564,763665,PRJNA68631,68631,Fungi,Other Fungi,21.8379,45.4,GCA_002705745.1,-,JZJC01,346,7415,7341,23/10/2017,01/11/2017,Scaffold,JGI,SAMN00631612
Gymnopus luxurians FD-317 M1,944289,PRJNA68535,68535,Fungi,Basidiomycetes,66.2817,45.1,GCA_000827265.1,-,JJNP01,383,22395,22046,21/01/2015,15/04/2016,Scaffold,DOE JGI,SAMN00631608
Epichloe typhina E8,1227655,PRJNA174036,174036,Fungi,Ascomycetes,41.4386,41.5,GCA_000308955.1,-,AMDI01,2744,-,-,31/10/2012,11/08/2014,Contig,University of Kentucky,SAMN02981456
Starmerella bacillaris,1247836,PRJNA397468,397468,Fungi,Ascomycetes,9.31163,39.4,GCA_002270425.1,-,NQLE01,117,-,-,25/08/2017,25/08/2017,Scaffold,Korea Research Institute of Bioscience and Biotechnology,SAMN07482632
Zancudomyces culisetae,1213189,PRJNA311769,311769,Fungi,Other Fungi,28.7004,35.363,GCA_001969505.1,mitochondrion MT:CM007644.1,LSSK01,1954,8244,8068,23/01/2017,25/01/2017,Scaffold,University of Toronto,SAMN04488584
Tilletia indica,43049,PRJNA325874,325874,Fungi,Basidiomycetes,37.4603,54.6,GCA_001689995.1,-,MAPW01,366,-,-,20/07/2016,20/07/2016,Scaffold,"ICAR-Indian Institute of Wheat and Barley Research, Karnal",SAMN05257085
Tilletia walkeri,117179,PRJNA314785,314785,Fungi,Basidiomycetes,24.3447,54.8,GCA_001645055.1,-,LWDG01,972,7970,7970,16/05/2016,16/05/2016,Scaffold,Agriculture and Agri-Food Canada,SAMN04543208
Brettanomyces custersianus,13368,PRJNA335567,335567,Fungi,Ascomycetes,10.2194,40,GCA_001746385.1,-,MDVK01,179,-,-,25/09/2016,25/09/2016,Scaffold,Chinese Academy of Sciences,SAMN05571464
Candida sojae,52253,PRJNA299010,299010,Fungi,Ascomycetes,11.7473,32.4,GCA_001442715.1,-,LMTL01,511,-,-,12/11/2015,17/03/2016,Contig,University of Campinas,SAMN04192112
Pachysolen tannophilus NRRL Y-2460,669874,PRJNA69545,69545,Fungi,Ascomycetes,12.5962,30.3,GCA_001661245.1,-,LZCH01,197,5797,5666,10/06/2016,15/09/2016,Scaffold,JGI,SAMN00016633
Catenaria anguillulae PL171,765915,PRJNA330705,330705,Fungi,Other Fungi,41.3375,56,GCA_002102555.1,-,MCFL01,509,13266,12763,20/04/2017,20/04/2017,Contig,DOE Joint Genome Institute,SAMN05421822
Botryobasidium botryosum FD-172 SS1,930990,PRJNA69807,69807,Fungi,Basidiomycetes,46.6743,52.3,GCA_000697705.1,-,AYEP01,334,16665,16502,03/06/2014,10/07/2014,Scaffold,JGI,SAMN00632712
Phialocephala subalpina,576137,PRJEB12348,356008,Fungi,Ascomycetes,69.693,44,GCA_900073065.1,-,FJOG01,205,20284,20173,02/12/2016,02/12/2016,Scaffold,Institute of Bioinformatics and Systems Biology,SAMEA3883069
Hypholoma sublateritium FD-334 SS-4,945553,PRJNA70685,70685,Fungi,Basidiomycetes,48.0318,51,GCA_000827495.1,-,JMSJ01,704,17997,17771,21/01/2015,15/04/2016,Scaffold,JGI,SAMN00771374
Lipomyces starkeyi NRRL Y-11557,675824,PRJNA71653,71653,Fungi,Ascomycetes,21.2677,47,GCA_001661325.1,-,LSGR01,117,8278,8183,10/06/2016,09/09/2016,Scaffold,JGI,SAMN00794676
